subject_id,site,split,scan_label,voxel_mm,matrix,min_voxel_mm,max_voxel_mm
NYU_51008,NYU,train,anat,1.33 x 1 x 1,128 x 256 x 256,1.0,1.33
NYU_51009,NYU,val,anat,1.33 x 1 x 1,128 x 256 x 256,1.0,1.33
NYU_51010,NYU,train,anat,1.33 x 1 x 1,128 x 256 x 256,1.0,1.33
NYU_51011,NYU,train,anat,1.33 x 1 x 1,128 x 256 x 256,1.0,1.33
NYU_51012,NYU,val,anat,1.33 x 1 x 1,128 x 256 x 256,1.0,1.33
NYU_51013,NYU,val,anat,1.33 x 1 x 1,128 x 256 x 256,1.0,1.33
NYU_51014,NYU,train,anat,1.33 x 1 x 1,128 x 256 x 256,1.0,1.33
NYU_51015,NYU,train,anat,1.33 x 1 x 1,128 x 256 x 256,1.0,1.33
NYU_51016,NYU,train,anat,1.33 x 1 x 1,128 x 256 x 256,1.0,1.33
NYU_51017,NYU,train,anat,1.33 x 1 x 1,128 x 256 x 256,1.0,1.33
NYU_51018,NYU,val,anat,1.33 x 1 x 1,128 x 256 x 256,1.0,1.33
NYU_51019,NYU,train,anat,1.33 x 1 x 1,128 x 256 x 256,1.0,1.33
NYU_51020,NYU,train,anat,1.33 x 1 x 1,128 x 256 x 256,1.0,1.33
NYU_51021,NYU,train,anat,1.33 x 1 x 1,128 x 256 x 256,1.0,1.33
NYU_51023,NYU,train,anat,1.33 x 1 x 1,128 x 256 x 256,1.0,1.33
NYU_51024,NYU,train,anat,1.33 x 1 x 1,128 x 256 x 256,1.0,1.33
NYU_51025,NYU,train,anat,1.33 x 1 x 1,128 x 256 x 256,1.0,1.33
NYU_51026,NYU,train,anat,1.33 x 1 x 1,128 x 256 x 256,1.0,1.33
NYU_51027,NYU,test,anat,1.33 x 1 x 1,128 x 256 x 256,1.0,1.33
NYU_51028,NYU,train,anat,1.33 x 1 x 1,128 x 256 x 256,1.0,1.33
NYU_51029,NYU,train,anat,1.33 x 1 x 1,128 x 256 x 256,1.0,1.33
NYU_51030,NYU,test,anat,1.33 x 1 x 1,128 x 256 x 256,1.0,1.33
NYU_51032,NYU,train,anat,1.33 x 1 x 1,128 x 256 x 256,1.0,1.33
NYU_51033,NYU,train,anat,1.33 x 1 x 1,128 x 256 x 256,1.0,1.33
NYU_51034,NYU,train,anat,1.33 x 1 x 1,128 x 256 x 256,1.0,1.33
NYU_51035,NYU,train,anat,1.33 x 1 x 1,128 x 256 x 256,1.0,1.33
NYU_51036,NYU,train,anat,1.33 x 1 x 1,128 x 256 x 256,1.0,1.33
NYU_51038,NYU,train,anat,1.33 x 1 x 1,128 x 256 x 256,1.0,1.33
NYU_51039,NYU,train,anat,1.33 x 1 x 1,128 x 256 x 256,1.0,1.33
NYU_51040,NYU,train,anat,1.33 x 1 x 1,128 x 256 x 256,1.0,1.33
NYU_51041,NYU,train,anat,1.33 x 1 x 1,128 x 256 x 256,1.0,1.33
NYU_51042,NYU,train,anat,1.33 x 1 x 1,128 x 256 x 256,1.0,1.33
NYU_51044,NYU,train,anat,1.33 x 1 x 1,128 x 256 x 256,1.0,1.33
NYU_51045,NYU,train,anat,1.33 x 1 x 1,128 x 256 x 256,1.0,1.33
NYU_51046,NYU,test,anat,1.33 x 1 x 1,128 x 256 x 256,1.0,1.33
NYU_51047,NYU,val,anat,1.33 x 1 x 1,128 x 256 x 256,1.0,1.33
NYU_51048,NYU,train,anat,1.33 x 1 x 1,128 x 256 x 256,1.0,1.33
NYU_51049,NYU,train,anat,1.33 x 1 x 1,128 x 256 x 256,1.0,1.33
NYU_51050,NYU,train,anat,1.33 x 1 x 1,128 x 256 x 256,1.0,1.33
NYU_51051,NYU,test,anat,1.33 x 1 x 1,128 x 256 x 256,1.0,1.33
NYU_51052,NYU,train,anat,1.33 x 1 x 1,128 x 256 x 256,1.0,1.33
NYU_51053,NYU,train,anat,1.33 x 1 x 1,128 x 256 x 256,1.0,1.33
NYU_51054,NYU,train,anat,1.33 x 1 x 1,128 x 256 x 256,1.0,1.33
NYU_51055,NYU,train,anat,1.33 x 1 x 1,128 x 256 x 256,1.0,1.33
NYU_51056,NYU,train,anat,1.33 x 1 x 1,128 x 256 x 256,1.0,1.33
NYU_51057,NYU,train,anat,1.33 x 1 x 1,128 x 256 x 256,1.0,1.33
NYU_51058,NYU,test,anat,1.33 x 1 x 1,128 x 256 x 256,1.0,1.33
NYU_51059,NYU,train,anat,1.33 x 1 x 1,128 x 256 x 256,1.0,1.33
NYU_51060,NYU,train,anat,1.33 x 1 x 1,128 x 256 x 256,1.0,1.33
NYU_51061,NYU,test,anat,1.33 x 1 x 1,128 x 256 x 256,1.0,1.33
NYU_51062,NYU,test,anat,1.33 x 1 x 1,128 x 256 x 256,1.0,1.33
NYU_51063,NYU,train,anat,1.33 x 1 x 1,128 x 256 x 256,1.0,1.33
NYU_51064,NYU,train,anat,1.33 x 1 x 1,128 x 256 x 256,1.0,1.33
NYU_51065,NYU,test,anat,1.33 x 1 x 1,128 x 256 x 256,1.0,1.33
NYU_51066,NYU,val,anat,1.33 x 1 x 1,128 x 256 x 256,1.0,1.33
NYU_51067,NYU,train,anat,1.33 x 1 x 1,128 x 256 x 256,1.0,1.33
NYU_51068,NYU,train,anat,1.33 x 1 x 1,128 x 256 x 256,1.0,1.33
NYU_51069,NYU,train,anat,1.33 x 1 x 1,128 x 256 x 256,1.0,1.33
NYU_51070,NYU,train,anat,1.33 x 1 x 1,128 x 256 x 256,1.0,1.33
NYU_51071,NYU,train,anat,1.33 x 1 x 1,128 x 256 x 256,1.0,1.33
NYU_51072,NYU,train,anat,1.33 x 1 x 1,128 x 256 x 256,1.0,1.33
NYU_51073,NYU,train,anat,1.33 x 1 x 1,128 x 256 x 256,1.0,1.33
NYU_51074,NYU,train,anat,1.33 x 1 x 1,128 x 256 x 256,1.0,1.33
NYU_51075,NYU,test,anat,1.33 x 1 x 1,128 x 256 x 256,1.0,1.33
NYU_51076,NYU,train,anat,1.33 x 1 x 1,128 x 256 x 256,1.0,1.33
NYU_51077,NYU,train,anat,1.33 x 1 x 1,128 x 256 x 256,1.0,1.33
NYU_51078,NYU,train,anat,1.33 x 1 x 1,128 x 256 x 256,1.0,1.33
NYU_51079,NYU,train,anat,1.33 x 1 x 1,128 x 256 x 256,1.0,1.33
NYU_51080,NYU,test,anat,1.33 x 1 x 1,128 x 256 x 256,1.0,1.33
NYU_51081,NYU,train,anat,1.33 x 1 x 1,128 x 256 x 256,1.0,1.33
NYU_51082,NYU,train,anat,1.33 x 1 x 1,128 x 256 x 256,1.0,1.33
NYU_51083,NYU,train,anat,1.33 x 1 x 1,128 x 256 x 256,1.0,1.33
NYU_51084,NYU,train,anat,1.33 x 1 x 1,128 x 256 x 256,1.0,1.33
NYU_51085,NYU,train,anat,1.33 x 1 x 1,128 x 256 x 256,1.0,1.33
NYU_51086,NYU,train,anat,1.33 x 1 x 1,128 x 256 x 256,1.0,1.33
NYU_51087,NYU,train,anat,1.33 x 1 x 1,128 x 256 x 256,1.0,1.33
NYU_51088,NYU,val,anat,1.33 x 1 x 1,128 x 256 x 256,1.0,1.33
NYU_51089,NYU,test,anat,1.33 x 1 x 1,128 x 256 x 256,1.0,1.33
NYU_51090,NYU,train,anat,1.33 x 1 x 1,128 x 256 x 256,1.0,1.33
NYU_51091,NYU,train,anat,1.33 x 1 x 1,128 x 256 x 256,1.0,1.33
NYU_51093,NYU,train,anat,1.33 x 1 x 1,128 x 256 x 256,1.0,1.33
NYU_51094,NYU,val,anat,1.33 x 1 x 1,128 x 256 x 256,1.0,1.33
NYU_51095,NYU,train,anat,1.33 x 1 x 1,128 x 256 x 256,1.0,1.33
NYU_51096,NYU,train,anat,1.33 x 1 x 1,128 x 256 x 256,1.0,1.33
NYU_51097,NYU,train,anat,1.33 x 1 x 1,128 x 256 x 256,1.0,1.33
NYU_51098,NYU,train,anat,1.33 x 1 x 1,128 x 256 x 256,1.0,1.33
NYU_51099,NYU,train,anat,1.33 x 1 x 1,128 x 256 x 256,1.0,1.33
NYU_51100,NYU,train,anat,1.33 x 1 x 1,128 x 256 x 256,1.0,1.33
NYU_51101,NYU,train,anat,1.33 x 1 x 1,128 x 256 x 256,1.0,1.33
NYU_51102,NYU,train,anat,1.33 x 1 x 1,128 x 256 x 256,1.0,1.33
NYU_51103,NYU,train,anat,1.33 x 1 x 1,128 x 256 x 256,1.0,1.33
NYU_51104,NYU,train,anat,1.33 x 1 x 1,128 x 256 x 256,1.0,1.33
NYU_51105,NYU,train,anat,1.33 x 1 x 1,128 x 256 x 256,1.0,1.33
NYU_51106,NYU,train,anat,1.33 x 1 x 1,128 x 256 x 256,1.0,1.33
NYU_51107,NYU,train,anat,1.33 x 1 x 1,128 x 256 x 256,1.0,1.33
NYU_51108,NYU,train,anat,1.33 x 1 x 1,128 x 256 x 256,1.0,1.33
NYU_51109,NYU,test,anat,1.33 x 1 x 1,128 x 256 x 256,1.0,1.33
NYU_51110,NYU,train,anat,1.33 x 1 x 1,128 x 256 x 256,1.0,1.33
NYU_51111,NYU,test,anat,1.33 x 1 x 1,128 x 256 x 256,1.0,1.33
NYU_51112,NYU,train,anat,1.33 x 1 x 1,128 x 256 x 256,1.0,1.33
NYU_51113,NYU,val,anat,1.33 x 1 x 1,128 x 256 x 256,1.0,1.33
NYU_51114,NYU,train,anat,1.33 x 1 x 1,128 x 256 x 256,1.0,1.33
NYU_51115,NYU,train,anat,1.33 x 1 x 1,128 x 256 x 256,1.0,1.33
NYU_51116,NYU,train,anat,1.33 x 1 x 1,128 x 256 x 256,1.0,1.33
NYU_51117,NYU,val,anat,1.33 x 1 x 1,128 x 256 x 256,1.0,1.33
NYU_51118,NYU,train,anat,1.33 x 1 x 1,128 x 256 x 256,1.0,1.33
NYU_51119,NYU,train,anat,1.33 x 1 x 1,128 x 256 x 256,1.0,1.33
NYU_51120,NYU,train,anat,1.33 x 1 x 1,128 x 256 x 256,1.0,1.33
NYU_51121,NYU,train,anat,1.33 x 1 x 1,128 x 256 x 256,1.0,1.33
NYU_51122,NYU,train,anat,1.33 x 1 x 1,128 x 256 x 256,1.0,1.33
NYU_51123,NYU,train,anat,1.33 x 1 x 1,128 x 256 x 256,1.0,1.33
NYU_51124,NYU,train,anat,1.33 x 1 x 1,128 x 256 x 256,1.0,1.33
NYU_51125,NYU,train,anat,1.33 x 1 x 1,128 x 256 x 256,1.0,1.33
NYU_51126,NYU,train,anat,1.33 x 1 x 1,128 x 256 x 256,1.0,1.33
NYU_51127,NYU,train,anat,1.33 x 1 x 1,128 x 256 x 256,1.0,1.33
NYU_51128,NYU,val,anat,1.33 x 1 x 1,128 x 256 x 256,1.0,1.33
NYU_51129,NYU,train,anat,1.33 x 1 x 1,128 x 256 x 256,1.0,1.33
NYU_51130,NYU,train,anat,1.33 x 1 x 1,128 x 256 x 256,1.0,1.33
NYU_51131,NYU,train,anat,1.33 x 1 x 1,128 x 256 x 256,1.0,1.33
NYU_51146,NYU,train,anat,1.33 x 1 x 1,128 x 256 x 256,1.0,1.33
NYU_51147,NYU,val,anat,1.33 x 1 x 1,128 x 256 x 256,1.0,1.33
NYU_51148,NYU,train,anat,1.33 x 1 x 1,128 x 256 x 256,1.0,1.33
NYU_51149,NYU,train,anat,1.33 x 1 x 1,128 x 256 x 256,1.0,1.33
NYU_51150,NYU,train,anat,1.33 x 1 x 1,128 x 256 x 256,1.0,1.33
NYU_51151,NYU,val,anat,1.33 x 1 x 1,128 x 256 x 256,1.0,1.33
NYU_51152,NYU,train,anat,1.33 x 1 x 1,128 x 256 x 256,1.0,1.33
NYU_51153,NYU,test,anat,1.33 x 1 x 1,128 x 256 x 256,1.0,1.33
NYU_51154,NYU,val,anat,1.33 x 1 x 1,128 x 256 x 256,1.0,1.33
NYU_51155,NYU,train,anat,1.33 x 1 x 1,128 x 256 x 256,1.0,1.33
NYU_51156,NYU,train,anat,1.33 x 1 x 1,128 x 256 x 256,1.0,1.33
NYU_51159,NYU,test,anat,1.33 x 1 x 1,128 x 256 x 256,1.0,1.33
OHSU_50142,OHSU,train,anat,1.1 x 1 x 1,160 x 239 x 200,1.0,1.1
OHSU_50143,OHSU,train,anat,1.1 x 1 x 1,160 x 239 x 200,1.0,1.1
OHSU_50144,OHSU,train,anat,1.1 x 1 x 1,160 x 239 x 200,1.0,1.1
OHSU_50145,OHSU,train,anat,1.1 x 1 x 1,160 x 239 x 200,1.0,1.1
OHSU_50146,OHSU,train,anat,1.1 x 1 x 1,160 x 239 x 200,1.0,1.1
OHSU_50147,OHSU,train,anat,1.1 x 1 x 1,160 x 239 x 200,1.0,1.1
OHSU_50148,OHSU,test,anat,1.1 x 1 x 1,160 x 239 x 200,1.0,1.1
OHSU_50149,OHSU,val,anat,1.1 x 1 x 1,160 x 239 x 200,1.0,1.1
OHSU_50150,OHSU,train,anat,1.1 x 1 x 1,160 x 238 x 200,1.0,1.1
OHSU_50152,OHSU,train,anat,1.1 x 1 x 1,160 x 239 x 200,1.0,1.1
OHSU_50153,OHSU,val,anat,1.1 x 1 x 1,160 x 239 x 200,1.0,1.1
OHSU_50155,OHSU,train,anat,1.1 x 1 x 1,160 x 239 x 189,1.0,1.1
OHSU_50156,OHSU,train,anat,1.1 x 1 x 1,160 x 239 x 200,1.0,1.1
OHSU_50157,OHSU,train,anat,1.1 x 1 x 1,160 x 239 x 200,1.0,1.1
OHSU_50158,OHSU,test,anat,1.1 x 1 x 1,160 x 239 x 200,1.0,1.1
OHSU_50159,OHSU,train,anat,1.1 x 1 x 1,160 x 239 x 200,1.0,1.1
OHSU_50160,OHSU,train,anat,1.1 x 1 x 1,160 x 239 x 200,1.0,1.1
OHSU_50161,OHSU,train,anat,1.1 x 1 x 1,160 x 239 x 200,1.0,1.1
OHSU_50162,OHSU,train,anat,1.1 x 1 x 1,160 x 239 x 200,1.0,1.1
OHSU_50163,OHSU,test,anat,1.1 x 1 x 1,160 x 239 x 200,1.0,1.1
OHSU_50164,OHSU,val,anat,1.1 x 1 x 1,160 x 239 x 200,1.0,1.1
OHSU_50165,OHSU,train,anat,1.1 x 1 x 1,160 x 239 x 200,1.0,1.1
OHSU_50166,OHSU,train,anat,1.1 x 1 x 1,160 x 239 x 200,1.0,1.1
OHSU_50167,OHSU,train,anat,1.1 x 1 x 1,160 x 239 x 200,1.0,1.1
OHSU_50168,OHSU,train,anat,1.1 x 1 x 1,160 x 239 x 200,1.0,1.1
OHSU_50169,OHSU,train,anat,1.1 x 1 x 1,160 x 239 x 200,1.0,1.1
OHSU_50170,OHSU,train,anat,1.1 x 1 x 1,160 x 239 x 200,1.0,1.1
OHSU_50171,OHSU,train,anat,1.1 x 1 x 1,160 x 239 x 200,1.0,1.1
Olin_50102,Olin,train,anat,1 x 1 x 1,208 x 256 x 176,1.0,1.0
Olin_50103,Olin,train,anat,1 x 1 x 1,208 x 256 x 176,1.0,1.0
Olin_50104,Olin,train,anat,1 x 1 x 1,208 x 256 x 176,1.0,1.0
Olin_50105,Olin,train,anat,1 x 1 x 1,208 x 256 x 176,1.0,1.0
Olin_50106,Olin,train,anat,1 x 1 x 1,208 x 256 x 176,1.0,1.0
Olin_50107,Olin,train,anat,1 x 1 x 1,208 x 256 x 176,1.0,1.0
Olin_50108,Olin,val,anat,1 x 1 x 1,208 x 256 x 176,1.0,1.0
Olin_50109,Olin,test,anat,1 x 1 x 1,208 x 256 x 176,1.0,1.0
Olin_50110,Olin,train,anat,1 x 1 x 1,208 x 256 x 176,1.0,1.0
Olin_50111,Olin,train,anat,1 x 1 x 1,208 x 256 x 176,1.0,1.0
Olin_50112,Olin,train,anat,1 x 1 x 1,208 x 256 x 176,1.0,1.0
Olin_50113,Olin,train,anat,1 x 1 x 1,208 x 256 x 176,1.0,1.0
Olin_50114,Olin,train,anat,1 x 1 x 1,208 x 256 x 176,1.0,1.0
Olin_50115,Olin,train,anat,1 x 1 x 1,208 x 256 x 176,1.0,1.0
Olin_50116,Olin,test,anat,1 x 1 x 1,208 x 256 x 176,1.0,1.0
Olin_50117,Olin,train,anat,1 x 1 x 1,208 x 256 x 176,1.0,1.0
Olin_50118,Olin,train,anat,1 x 1 x 1,208 x 256 x 176,1.0,1.0
Olin_50119,Olin,train,anat,1 x 1 x 1,208 x 256 x 176,1.0,1.0
Olin_50120,Olin,val,anat,1 x 1 x 1,208 x 256 x 176,1.0,1.0
Olin_50121,Olin,train,anat,1 x 1 x 1,208 x 256 x 176,1.0,1.0
Olin_50122,Olin,val,anat,1 x 1 x 1,176 x 256 x 176,1.0,1.0
Olin_50123,Olin,train,anat,1 x 1 x 1,208 x 256 x 176,1.0,1.0
Olin_50124,Olin,train,anat,1 x 1 x 1,208 x 256 x 176,1.0,1.0
Olin_50125,Olin,train,anat,1 x 1 x 1,208 x 256 x 176,1.0,1.0
Olin_50126,Olin,train,anat,1 x 1 x 1,208 x 256 x 176,1.0,1.0
Olin_50127,Olin,val,anat,1 x 1 x 1,208 x 256 x 176,1.0,1.0
Olin_50128,Olin,train,anat,1 x 1 x 1,208 x 256 x 176,1.0,1.0
Olin_50129,Olin,train,anat,1 x 1 x 1,208 x 256 x 176,1.0,1.0
Olin_50130,Olin,test,anat,1 x 1 x 1,208 x 256 x 176,1.0,1.0
Olin_50131,Olin,train,anat,1 x 1 x 1,208 x 256 x 176,1.0,1.0
Olin_50132,Olin,train,anat,1 x 1 x 1,208 x 256 x 176,1.0,1.0
Olin_50133,Olin,train,anat,1 x 1 x 1,208 x 256 x 176,1.0,1.0
Olin_50134,Olin,train,anat,1 x 1 x 1,208 x 256 x 176,1.0,1.0
Olin_50135,Olin,train,anat,1 x 1 x 1,208 x 256 x 176,1.0,1.0
Olin_50136,Olin,train,anat,1 x 1 x 1,208 x 256 x 176,1.0,1.0
Olin_50137,Olin,train,anat,1 x 1 x 1,208 x 256 x 176,1.0,1.0
Pitt_50002,Pitt,train,anat,1.05 x 1.051 x 1.051,176 x 256 x 256,1.05,1.051
Pitt_50003,Pitt,train,anat,1.05 x 1.051 x 1.051,176 x 256 x 256,1.05,1.051
Pitt_50004,Pitt,train,anat,1.05 x 1.051 x 1.051,176 x 256 x 256,1.05,1.051
Pitt_50005,Pitt,train,anat,1.05 x 1.051 x 1.051,176 x 256 x 256,1.05,1.051
Pitt_50006,Pitt,train,anat,1.05 x 1.051 x 1.051,176 x 256 x 256,1.05,1.051
Pitt_50007,Pitt,train,anat,1.05 x 1.051 x 1.051,176 x 256 x 256,1.05,1.051
Pitt_50008,Pitt,train,anat,1.05 x 1.051 x 1.051,176 x 256 x 256,1.05,1.051
Pitt_50009,Pitt,val,anat,1.05 x 1.051 x 1.051,176 x 256 x 256,1.05,1.051
Pitt_50010,Pitt,train,anat,1.05 x 1.051 x 1.051,176 x 256 x 256,1.05,1.051
Pitt_50011,Pitt,train,anat,1.05 x 1.051 x 1.051,176 x 256 x 256,1.05,1.051
Pitt_50012,Pitt,val,anat,1.05 x 1.051 x 1.051,176 x 256 x 256,1.05,1.051
Pitt_50013,Pitt,train,anat,1.05 x 1.051 x 1.051,176 x 256 x 256,1.05,1.051
Pitt_50014,Pitt,train,anat,1.05 x 1.051 x 1.051,176 x 256 x 256,1.05,1.051
Pitt_50015,Pitt,train,anat,1.05 x 1.051 x 1.051,176 x 256 x 256,1.05,1.051
Pitt_50016,Pitt,test,anat,1.05 x 1.051 x 1.051,176 x 256 x 256,1.05,1.051
Pitt_50017,Pitt,train,anat,1.05 x 1.051 x 1.051,176 x 256 x 256,1.05,1.051
Pitt_50019,Pitt,train,anat,1.05 x 1.051 x 1.051,176 x 256 x 256,1.05,1.051
Pitt_50020,Pitt,train,anat,1.05 x 1.051 x 1.051,176 x 256 x 256,1.05,1.051
Pitt_50022,Pitt,val,anat,1.05 x 1.051 x 1.051,176 x 256 x 256,1.05,1.051
Pitt_50023,Pitt,train,anat,1.05 x 1.051 x 1.051,176 x 256 x 256,1.05,1.051
Pitt_50024,Pitt,val,anat,1.05 x 1.051 x 1.051,176 x 256 x 256,1.05,1.051
Pitt_50025,Pitt,train,anat,1.05 x 1.051 x 1.051,176 x 256 x 256,1.05,1.051
Pitt_50026,Pitt,val,anat,1.05 x 1.051 x 1.051,176 x 256 x 256,1.05,1.051
Pitt_50027,Pitt,train,anat,1.05 x 1.051 x 1.051,176 x 256 x 256,1.05,1.051
Pitt_50028,Pitt,train,anat,1.05 x 1.051 x 1.051,176 x 256 x 256,1.05,1.051
Pitt_50029,Pitt,train,anat,1.05 x 1.051 x 1.051,176 x 256 x 256,1.05,1.051
Pitt_50030,Pitt,train,anat,1.05 x 1.051 x 1.051,176 x 256 x 256,1.05,1.051
Pitt_50031,Pitt,train,anat,1.05 x 1.051 x 1.051,176 x 256 x 256,1.05,1.051
Pitt_50032,Pitt,test,anat,1.05 x 1.051 x 1.051,176 x 256 x 256,1.05,1.051
Pitt_50033,Pitt,train,anat,1.05 x 1.051 x 1.051,176 x 256 x 256,1.05,1.051
Pitt_50034,Pitt,train,anat,1.05 x 1.051 x 1.051,176 x 256 x 256,1.05,1.051
Pitt_50035,Pitt,train,anat,1.05 x 1.051 x 1.051,176 x 256 x 256,1.05,1.051
Pitt_50036,Pitt,train,anat,1.05 x 1.051 x 1.051,176 x 256 x 256,1.05,1.051
Pitt_50037,Pitt,train,anat,1.05 x 1.051 x 1.051,176 x 256 x 256,1.05,1.051
Pitt_50038,Pitt,train,anat,1.05 x 1.051 x 1.051,176 x 256 x 256,1.05,1.051
Pitt_50039,Pitt,train,anat,1.05 x 1.051 x 1.051,176 x 256 x 256,1.05,1.051
Pitt_50040,Pitt,train,anat,1.05 x 1.051 x 1.051,176 x 256 x 256,1.05,1.051
Pitt_50041,Pitt,train,anat,1.05 x 1.051 x 1.051,176 x 256 x 256,1.05,1.051
Pitt_50042,Pitt,test,anat,1.05 x 1.051 x 1.051,176 x 256 x 256,1.05,1.051
Pitt_50043,Pitt,train,anat,1.05 x 1.051 x 1.051,176 x 256 x 256,1.05,1.051
Pitt_50044,Pitt,train,anat,1.05 x 1.051 x 1.051,176 x 256 x 256,1.05,1.051
Pitt_50045,Pitt,train,anat,1.05 x 1.051 x 1.051,176 x 256 x 256,1.05,1.051
Pitt_50046,Pitt,test,anat,1.05 x 1.051 x 1.051,176 x 256 x 256,1.05,1.051
Pitt_50047,Pitt,train,anat,1.05 x 1.051 x 1.051,176 x 256 x 256,1.05,1.051
Pitt_50048,Pitt,train,anat,1.05 x 1.051 x 1.051,176 x 256 x 256,1.05,1.051
Pitt_50049,Pitt,train,anat,1.05 x 1.051 x 1.051,176 x 256 x 256,1.05,1.051
Pitt_50050,Pitt,train,anat,1.05 x 1.051 x 1.051,176 x 256 x 256,1.05,1.051
Pitt_50051,Pitt,train,anat,1.05 x 1.051 x 1.051,176 x 256 x 256,1.05,1.051
Pitt_50052,Pitt,train,anat,1.05 x 1.051 x 1.051,176 x 256 x 256,1.05,1.051
Pitt_50053,Pitt,train,anat,1.05 x 1.051 x 1.051,176 x 256 x 256,1.05,1.051
Pitt_50054,Pitt,train,anat,1.05 x 1.051 x 1.051,176 x 256 x 256,1.05,1.051
Pitt_50055,Pitt,test,anat,1.05 x 1.051 x 1.051,176 x 256 x 256,1.05,1.051
Pitt_50056,Pitt,train,anat,1.05 x 1.051 x 1.051,176 x 256 x 256,1.05,1.051
Pitt_50057,Pitt,train,anat,1.05 x 1.051 x 1.051,176 x 256 x 256,1.05,1.051
Pitt_50058,Pitt,train,anat,1.05 x 1.051 x 1.051,176 x 256 x 256,1.05,1.051
Pitt_50059,Pitt,train,anat,1.05 x 1.051 x 1.051,176 x 256 x 256,1.05,1.051
Pitt_50060,Pitt,val,anat,1.05 x 1.051 x 1.051,176 x 256 x 256,1.05,1.051
SBL_51556,SBL,train,anat,1 x 1 x 1,256 x 256 x 170,1.0,1.0
SBL_51557,SBL,train,anat,1 x 1 x 1,256 x 256 x 170,1.0,1.0
SBL_51558,SBL,train,anat,1 x 1 x 1,256 x 256 x 170,1.0,1.0
SBL_51559,SBL,train,anat,1 x 1 x 1,256 x 256 x 170,1.0,1.0
SBL_51560,SBL,train,anat,1 x 1 x 1,256 x 256 x 170,1.0,1.0
SBL_51561,SBL,train,anat,1 x 1 x 1,256 x 256 x 170,1.0,1.0
SBL_51562,SBL,test,anat,1 x 1 x 1,256 x 256 x 170,1.0,1.0
SBL_51563,SBL,val,anat,1 x 1 x 1,256 x 256 x 170,1.0,1.0
SBL_51564,SBL,train,anat,1 x 1 x 1,256 x 256 x 170,1.0,1.0
SBL_51565,SBL,train,anat,1 x 1 x 1,256 x 256 x 170,1.0,1.0
SBL_51566,SBL,val,anat,1 x 1 x 1,256 x 256 x 170,1.0,1.0
SBL_51567,SBL,train,anat,1 x 1 x 1,256 x 256 x 170,1.0,1.0
SBL_51568,SBL,train,anat,1 x 1 x 1,256 x 256 x 170,1.0,1.0
SBL_51569,SBL,train,anat,1 x 1 x 1,256 x 256 x 170,1.0,1.0
SBL_51570,SBL,test,anat,1 x 1 x 1,256 x 256 x 170,1.0,1.0
SBL_51571,SBL,train,anat,1 x 1 x 1,256 x 256 x 170,1.0,1.0
SBL_51572,SBL,train,anat,1 x 1 x 1,256 x 256 x 170,1.0,1.0
SBL_51573,SBL,train,anat,1 x 1 x 1,256 x 256 x 170,1.0,1.0
SBL_51574,SBL,train,anat,1 x 1 x 1,256 x 256 x 170,1.0,1.0
SBL_51575,SBL,test,anat,1 x 1 x 1,256 x 256 x 170,1.0,1.0
SBL_51576,SBL,val,anat,1 x 1 x 1,256 x 256 x 170,1.0,1.0
SBL_51577,SBL,train,anat,1 x 1 x 1,256 x 256 x 170,1.0,1.0
SBL_51578,SBL,train,anat,1 x 1 x 1,256 x 256 x 170,1.0,1.0
SBL_51579,SBL,train,anat,1 x 1 x 1,256 x 256 x 170,1.0,1.0
SBL_51580,SBL,train,anat,1 x 1 x 1,256 x 256 x 170,1.0,1.0
SBL_51581,SBL,train,anat,1 x 1 x 1,256 x 256 x 170,1.0,1.0
SBL_51582,SBL,train,anat,1 x 1 x 1,256 x 256 x 170,1.0,1.0
SBL_51583,SBL,train,anat,1 x 1 x 1,256 x 256 x 170,1.0,1.0
SBL_51584,SBL,train,anat,1 x 1 x 1,256 x 256 x 170,1.0,1.0
SBL_51585,SBL,train,anat,1 x 1 x 1,256 x 256 x 170,1.0,1.0
SDSU_50182,SDSU,train,anat,1 x 1 x 1,172 x 256 x 256,1.0,1.0
SDSU_50183,SDSU,train,anat,1 x 1 x 1,172 x 256 x 256,1.0,1.0
SDSU_50184,SDSU,train,anat,1 x 1 x 1,172 x 256 x 256,1.0,1.0
SDSU_50185,SDSU,train,anat,1 x 1 x 1,172 x 256 x 256,1.0,1.0
SDSU_50186,SDSU,train,anat,1 x 1 x 1,172 x 256 x 256,1.0,1.0
SDSU_50187,SDSU,train,anat,1 x 1 x 1,172 x 256 x 256,1.0,1.0
SDSU_50188,SDSU,val,anat,1 x 1 x 1,172 x 256 x 256,1.0,1.0
SDSU_50189,SDSU,test,anat,1 x 1 x 1,172 x 256 x 256,1.0,1.0
SDSU_50190,SDSU,train,anat,1 x 1 x 1,172 x 256 x 256,1.0,1.0
SDSU_50191,SDSU,train,anat,1 x 1 x 1,172 x 256 x 256,1.0,1.0
SDSU_50192,SDSU,train,anat,1 x 1 x 1,172 x 256 x 256,1.0,1.0
SDSU_50193,SDSU,train,anat,1 x 1 x 1,172 x 256 x 256,1.0,1.0
SDSU_50194,SDSU,train,anat,1 x 1 x 1,172 x 256 x 256,1.0,1.0
SDSU_50195,SDSU,train,anat,1 x 1 x 1,172 x 256 x 256,1.0,1.0
SDSU_50196,SDSU,test,anat,1 x 1 x 1,172 x 256 x 256,1.0,1.0
