subject_id,site,scan_label,t1_path,size_bytes
Leuven_50741,Leuven,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/Leuven_50741/scans/anat/resources/NIfTI/files/mprage.nii.gz,4950985
Leuven_50742,Leuven,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/Leuven_50742/scans/anat/resources/NIfTI/files/mprage.nii.gz,5524695
Leuven_50743,Leuven,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/Leuven_50743/scans/anat/resources/NIfTI/files/mprage.nii.gz,4944534
Leuven_50744,Leuven,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/Leuven_50744/scans/anat/resources/NIfTI/files/mprage.nii.gz,5112208
Leuven_50745,Leuven,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/Leuven_50745/scans/anat/resources/NIfTI/files/mprage.nii.gz,4712194
Leuven_50746,Leuven,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/Leuven_50746/scans/anat/resources/NIfTI/files/mprage.nii.gz,5392928
Leuven_50747,Leuven,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/Leuven_50747/scans/anat/resources/NIfTI/files/mprage.nii.gz,5276538
Leuven_50748,Leuven,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/Leuven_50748/scans/anat/resources/NIfTI/files/mprage.nii.gz,4921365
Leuven_50749,Leuven,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/Leuven_50749/scans/anat/resources/NIfTI/files/mprage.nii.gz,5110544
Leuven_50750,Leuven,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/Leuven_50750/scans/anat/resources/NIfTI/files/mprage.nii.gz,6993691
Leuven_50751,Leuven,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/Leuven_50751/scans/anat/resources/NIfTI/files/mprage.nii.gz,4989439
Leuven_50752,Leuven,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/Leuven_50752/scans/anat/resources/NIfTI/files/mprage.nii.gz,5028445
Leuven_50753,Leuven,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/Leuven_50753/scans/anat/resources/NIfTI/files/mprage.nii.gz,6061003
Leuven_50754,Leuven,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/Leuven_50754/scans/anat/resources/NIfTI/files/mprage.nii.gz,5265020
Leuven_50755,Leuven,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/Leuven_50755/scans/anat/resources/NIfTI/files/mprage.nii.gz,4676114
Leuven_50756,Leuven,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/Leuven_50756/scans/anat/resources/NIfTI/files/mprage.nii.gz,5941837
Leuven_50757,Leuven,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/Leuven_50757/scans/anat/resources/NIfTI/files/mprage.nii.gz,4771178
MaxMun_51318,MaxMun,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/MaxMun_51318/scans/anat/resources/NIfTI/files/mprage.nii.gz,5484660
MaxMun_51319,MaxMun,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/MaxMun_51319/scans/anat/resources/NIfTI/files/mprage.nii.gz,5843968
MaxMun_51320,MaxMun,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/MaxMun_51320/scans/anat/resources/NIfTI/files/mprage.nii.gz,5864745
MaxMun_51321,MaxMun,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/MaxMun_51321/scans/anat/resources/NIfTI/files/mprage.nii.gz,4937238
MaxMun_51322,MaxMun,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/MaxMun_51322/scans/anat/resources/NIfTI/files/mprage.nii.gz,5014967
MaxMun_51323,MaxMun,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/MaxMun_51323/scans/anat/resources/NIfTI/files/mprage.nii.gz,5440980
MaxMun_51324,MaxMun,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/MaxMun_51324/scans/anat/resources/NIfTI/files/mprage.nii.gz,5214589
MaxMun_51325,MaxMun,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/MaxMun_51325/scans/anat/resources/NIfTI/files/mprage.nii.gz,5240438
MaxMun_51326,MaxMun,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/MaxMun_51326/scans/anat/resources/NIfTI/files/mprage.nii.gz,5770829
MaxMun_51327,MaxMun,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/MaxMun_51327/scans/anat/resources/NIfTI/files/mprage.nii.gz,5477258
MaxMun_51328,MaxMun,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/MaxMun_51328/scans/anat/resources/NIfTI/files/mprage.nii.gz,6316898
MaxMun_51329,MaxMun,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/MaxMun_51329/scans/anat/resources/NIfTI/files/mprage.nii.gz,5796013
MaxMun_51330,MaxMun,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/MaxMun_51330/scans/anat/resources/NIfTI/files/mprage.nii.gz,5808027
MaxMun_51331,MaxMun,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/MaxMun_51331/scans/anat/resources/NIfTI/files/mprage.nii.gz,6284173
MaxMun_51332,MaxMun,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/MaxMun_51332/scans/anat/resources/NIfTI/files/mprage.nii.gz,6135904
MaxMun_51333,MaxMun,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/MaxMun_51333/scans/anat/resources/NIfTI/files/mprage.nii.gz,4901416
MaxMun_51334,MaxMun,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/MaxMun_51334/scans/anat/resources/NIfTI/files/mprage.nii.gz,5688611
MaxMun_51335,MaxMun,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/MaxMun_51335/scans/anat/resources/NIfTI/files/mprage.nii.gz,4882523
MaxMun_51336,MaxMun,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/MaxMun_51336/scans/anat/resources/NIfTI/files/mprage.nii.gz,6225886
MaxMun_51338,MaxMun,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/MaxMun_51338/scans/anat/resources/NIfTI/files/mprage.nii.gz,5448638
MaxMun_51339,MaxMun,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/MaxMun_51339/scans/anat/resources/NIfTI/files/mprage.nii.gz,5943529
MaxMun_51340,MaxMun,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/MaxMun_51340/scans/anat/resources/NIfTI/files/mprage.nii.gz,5737878
MaxMun_51341,MaxMun,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/MaxMun_51341/scans/anat/resources/NIfTI/files/mprage.nii.gz,5617102
MaxMun_51342,MaxMun,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/MaxMun_51342/scans/anat/resources/NIfTI/files/mprage.nii.gz,5503005
MaxMun_51343,MaxMun,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/MaxMun_51343/scans/anat/resources/NIfTI/files/mprage.nii.gz,5675447
MaxMun_51344,MaxMun,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/MaxMun_51344/scans/anat/resources/NIfTI/files/mprage.nii.gz,5886278
MaxMun_51345,MaxMun,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/MaxMun_51345/scans/anat/resources/NIfTI/files/mprage.nii.gz,4913311
MaxMun_51346,MaxMun,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/MaxMun_51346/scans/anat/resources/NIfTI/files/mprage.nii.gz,5552968
MaxMun_51347,MaxMun,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/MaxMun_51347/scans/anat/resources/NIfTI/files/mprage.nii.gz,5979777
MaxMun_51348,MaxMun,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/MaxMun_51348/scans/anat/resources/NIfTI/files/mprage.nii.gz,5236426
MaxMun_51349,MaxMun,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/MaxMun_51349/scans/anat/resources/NIfTI/files/mprage.nii.gz,5202375
MaxMun_51350,MaxMun,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/MaxMun_51350/scans/anat/resources/NIfTI/files/mprage.nii.gz,5667385
MaxMun_51351,MaxMun,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/MaxMun_51351/scans/anat/resources/NIfTI/files/mprage.nii.gz,5461644
MaxMun_51352,MaxMun,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/MaxMun_51352/scans/anat/resources/NIfTI/files/mprage.nii.gz,5155655
MaxMun_51353,MaxMun,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/MaxMun_51353/scans/anat/resources/NIfTI/files/mprage.nii.gz,5106847
MaxMun_51354,MaxMun,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/MaxMun_51354/scans/anat/resources/NIfTI/files/mprage.nii.gz,4710868
MaxMun_51355,MaxMun,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/MaxMun_51355/scans/anat/resources/NIfTI/files/mprage.nii.gz,5130410
MaxMun_51356,MaxMun,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/MaxMun_51356/scans/anat/resources/NIfTI/files/mprage.nii.gz,5422759
MaxMun_51357,MaxMun,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/MaxMun_51357/scans/anat/resources/NIfTI/files/mprage.nii.gz,5152083
MaxMun_51358,MaxMun,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/MaxMun_51358/scans/anat/resources/NIfTI/files/mprage.nii.gz,4544844
MaxMun_51359,MaxMun,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/MaxMun_51359/scans/anat/resources/NIfTI/files/mprage.nii.gz,5442036
MaxMun_51360,MaxMun,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/MaxMun_51360/scans/anat/resources/NIfTI/files/mprage.nii.gz,5831453
MaxMun_51361,MaxMun,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/MaxMun_51361/scans/anat/resources/NIfTI/files/mprage.nii.gz,5868716
MaxMun_51362,MaxMun,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/MaxMun_51362/scans/anat/resources/NIfTI/files/mprage.nii.gz,5156089
MaxMun_51363,MaxMun,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/MaxMun_51363/scans/anat/resources/NIfTI/files/mprage.nii.gz,5121718
MaxMun_51364,MaxMun,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/MaxMun_51364/scans/anat/resources/NIfTI/files/mprage.nii.gz,6151668
MaxMun_51365,MaxMun,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/MaxMun_51365/scans/anat/resources/NIfTI/files/mprage.nii.gz,5634788
MaxMun_51366,MaxMun,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/MaxMun_51366/scans/anat/resources/NIfTI/files/mprage.nii.gz,5934428
MaxMun_51367,MaxMun,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/MaxMun_51367/scans/anat/resources/NIfTI/files/mprage.nii.gz,5466851
MaxMun_51368,MaxMun,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/MaxMun_51368/scans/anat/resources/NIfTI/files/mprage.nii.gz,5490648
MaxMun_51369,MaxMun,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/MaxMun_51369/scans/anat/resources/NIfTI/files/mprage.nii.gz,6050695
MaxMun_51370,MaxMun,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/MaxMun_51370/scans/anat/resources/NIfTI/files/mprage.nii.gz,6096797
MaxMun_51371,MaxMun,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/MaxMun_51371/scans/anat/resources/NIfTI/files/mprage.nii.gz,5138913
MaxMun_51372,MaxMun,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/MaxMun_51372/scans/anat/resources/NIfTI/files/mprage.nii.gz,5096690
MaxMun_51373,MaxMun,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/MaxMun_51373/scans/anat/resources/NIfTI/files/mprage.nii.gz,6300073
MaxMun_51606,MaxMun,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/MaxMun_51606/scans/anat/resources/NIfTI/files/mprage.nii.gz,5541661
MaxMun_51607,MaxMun,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/MaxMun_51607/scans/anat/resources/NIfTI/files/mprage.nii.gz,5478467
NYU_50952,NYU,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/NYU_50952/scans/anat/resources/NIfTI/files/mprage.nii.gz,3703216
NYU_50953,NYU,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/NYU_50953/scans/anat/resources/NIfTI/files/mprage.nii.gz,3666563
NYU_50954,NYU,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/NYU_50954/scans/anat/resources/NIfTI/files/mprage.nii.gz,3214416
NYU_50955,NYU,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/NYU_50955/scans/anat/resources/NIfTI/files/mprage.nii.gz,3305040
NYU_50956,NYU,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/NYU_50956/scans/anat/resources/NIfTI/files/mprage.nii.gz,3289093
NYU_50957,NYU,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/NYU_50957/scans/anat/resources/NIfTI/files/mprage.nii.gz,3561217
NYU_50958,NYU,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/NYU_50958/scans/anat/resources/NIfTI/files/mprage.nii.gz,3428204
NYU_50959,NYU,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/NYU_50959/scans/anat/resources/NIfTI/files/mprage.nii.gz,3251355
NYU_50960,NYU,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/NYU_50960/scans/anat/resources/NIfTI/files/mprage.nii.gz,3752646
NYU_50961,NYU,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/NYU_50961/scans/anat/resources/NIfTI/files/mprage.nii.gz,3344895
NYU_50962,NYU,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/NYU_50962/scans/anat/resources/NIfTI/files/mprage.nii.gz,3126391
NYU_50964,NYU,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/NYU_50964/scans/anat/resources/NIfTI/files/mprage.nii.gz,4556039
NYU_50965,NYU,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/NYU_50965/scans/anat/resources/NIfTI/files/mprage.nii.gz,3978833
NYU_50966,NYU,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/NYU_50966/scans/anat/resources/NIfTI/files/mprage.nii.gz,3965062
NYU_50967,NYU,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/NYU_50967/scans/anat/resources/NIfTI/files/mprage.nii.gz,3203291
NYU_50968,NYU,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/NYU_50968/scans/anat/resources/NIfTI/files/mprage.nii.gz,4186411
NYU_50969,NYU,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/NYU_50969/scans/anat/resources/NIfTI/files/mprage.nii.gz,3892558
NYU_50970,NYU,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/NYU_50970/scans/anat/resources/NIfTI/files/mprage.nii.gz,3694051
NYU_50971,NYU,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/NYU_50971/scans/anat/resources/NIfTI/files/mprage.nii.gz,3663571
NYU_50972,NYU,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/NYU_50972/scans/anat/resources/NIfTI/files/mprage.nii.gz,4616988
NYU_50973,NYU,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/NYU_50973/scans/anat/resources/NIfTI/files/mprage.nii.gz,3885714
NYU_50974,NYU,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/NYU_50974/scans/anat/resources/NIfTI/files/mprage.nii.gz,3625129
NYU_50975,NYU,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/NYU_50975/scans/anat/resources/NIfTI/files/mprage.nii.gz,3888901
NYU_50976,NYU,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/NYU_50976/scans/anat/resources/NIfTI/files/mprage.nii.gz,3905487
NYU_50977,NYU,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/NYU_50977/scans/anat/resources/NIfTI/files/mprage.nii.gz,3931268
NYU_50978,NYU,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/NYU_50978/scans/anat/resources/NIfTI/files/mprage.nii.gz,3559137
NYU_50979,NYU,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/NYU_50979/scans/anat/resources/NIfTI/files/mprage.nii.gz,4171536
NYU_50980,NYU,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/NYU_50980/scans/anat/resources/NIfTI/files/mprage.nii.gz,3602381
NYU_50981,NYU,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/NYU_50981/scans/anat/resources/NIfTI/files/mprage.nii.gz,3642351
NYU_50982,NYU,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/NYU_50982/scans/anat/resources/NIfTI/files/mprage.nii.gz,3819873
NYU_50983,NYU,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/NYU_50983/scans/anat/resources/NIfTI/files/mprage.nii.gz,4135883
NYU_50984,NYU,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/NYU_50984/scans/anat/resources/NIfTI/files/mprage.nii.gz,4117981
NYU_50985,NYU,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/NYU_50985/scans/anat/resources/NIfTI/files/mprage.nii.gz,4129353
NYU_50986,NYU,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/NYU_50986/scans/anat/resources/NIfTI/files/mprage.nii.gz,3615913
NYU_50987,NYU,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/NYU_50987/scans/anat/resources/NIfTI/files/mprage.nii.gz,3720772
NYU_50988,NYU,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/NYU_50988/scans/anat/resources/NIfTI/files/mprage.nii.gz,3765631
NYU_50989,NYU,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/NYU_50989/scans/anat/resources/NIfTI/files/mprage.nii.gz,3901551
NYU_50990,NYU,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/NYU_50990/scans/anat/resources/NIfTI/files/mprage.nii.gz,4441419
NYU_50991,NYU,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/NYU_50991/scans/anat/resources/NIfTI/files/mprage.nii.gz,3412035
NYU_50992,NYU,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/NYU_50992/scans/anat/resources/NIfTI/files/mprage.nii.gz,3804690
NYU_50993,NYU,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/NYU_50993/scans/anat/resources/NIfTI/files/mprage.nii.gz,3635534
NYU_50994,NYU,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/NYU_50994/scans/anat/resources/NIfTI/files/mprage.nii.gz,3729432
NYU_50995,NYU,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/NYU_50995/scans/anat/resources/NIfTI/files/mprage.nii.gz,4132556
NYU_50996,NYU,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/NYU_50996/scans/anat/resources/NIfTI/files/mprage.nii.gz,4051937
NYU_50997,NYU,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/NYU_50997/scans/anat/resources/NIfTI/files/mprage.nii.gz,5534998
NYU_50998,NYU,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/NYU_50998/scans/anat/resources/NIfTI/files/mprage.nii.gz,3840016
NYU_50999,NYU,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/NYU_50999/scans/anat/resources/NIfTI/files/mprage.nii.gz,3885385
NYU_51000,NYU,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/NYU_51000/scans/anat/resources/NIfTI/files/mprage.nii.gz,4079810
NYU_51001,NYU,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/NYU_51001/scans/anat/resources/NIfTI/files/mprage.nii.gz,3859121
NYU_51002,NYU,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/NYU_51002/scans/anat/resources/NIfTI/files/mprage.nii.gz,3888919
NYU_51003,NYU,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/NYU_51003/scans/anat/resources/NIfTI/files/mprage.nii.gz,3848109
NYU_51006,NYU,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/NYU_51006/scans/anat/resources/NIfTI/files/mprage.nii.gz,3682345
NYU_51007,NYU,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/NYU_51007/scans/anat/resources/NIfTI/files/mprage.nii.gz,3643479
NYU_51008,NYU,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/NYU_51008/scans/anat/resources/NIfTI/files/mprage.nii.gz,3908854
NYU_51009,NYU,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/NYU_51009/scans/anat/resources/NIfTI/files/mprage.nii.gz,4144956
NYU_51010,NYU,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/NYU_51010/scans/anat/resources/NIfTI/files/mprage.nii.gz,4138222
NYU_51011,NYU,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/NYU_51011/scans/anat/resources/NIfTI/files/mprage.nii.gz,4247773
NYU_51012,NYU,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/NYU_51012/scans/anat/resources/NIfTI/files/mprage.nii.gz,3503716
NYU_51013,NYU,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/NYU_51013/scans/anat/resources/NIfTI/files/mprage.nii.gz,3410132
NYU_51014,NYU,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/NYU_51014/scans/anat/resources/NIfTI/files/mprage.nii.gz,3953267
NYU_51015,NYU,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/NYU_51015/scans/anat/resources/NIfTI/files/mprage.nii.gz,3789059
NYU_51016,NYU,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/NYU_51016/scans/anat/resources/NIfTI/files/mprage.nii.gz,4332153
NYU_51017,NYU,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/NYU_51017/scans/anat/resources/NIfTI/files/mprage.nii.gz,4132457
NYU_51018,NYU,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/NYU_51018/scans/anat/resources/NIfTI/files/mprage.nii.gz,3946343
NYU_51019,NYU,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/NYU_51019/scans/anat/resources/NIfTI/files/mprage.nii.gz,4299582
NYU_51020,NYU,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/NYU_51020/scans/anat/resources/NIfTI/files/mprage.nii.gz,3951980
NYU_51021,NYU,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/NYU_51021/scans/anat/resources/NIfTI/files/mprage.nii.gz,3994057
NYU_51023,NYU,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/NYU_51023/scans/anat/resources/NIfTI/files/mprage.nii.gz,4338706
NYU_51024,NYU,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/NYU_51024/scans/anat/resources/NIfTI/files/mprage.nii.gz,3894847
NYU_51025,NYU,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/NYU_51025/scans/anat/resources/NIfTI/files/mprage.nii.gz,4411591
NYU_51026,NYU,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/NYU_51026/scans/anat/resources/NIfTI/files/mprage.nii.gz,4160660
NYU_51027,NYU,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/NYU_51027/scans/anat/resources/NIfTI/files/mprage.nii.gz,4147686
NYU_51028,NYU,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/NYU_51028/scans/anat/resources/NIfTI/files/mprage.nii.gz,4136777
NYU_51029,NYU,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/NYU_51029/scans/anat/resources/NIfTI/files/mprage.nii.gz,4034174
NYU_51030,NYU,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/NYU_51030/scans/anat/resources/NIfTI/files/mprage.nii.gz,3692770
NYU_51032,NYU,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/NYU_51032/scans/anat/resources/NIfTI/files/mprage.nii.gz,3453205
NYU_51033,NYU,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/NYU_51033/scans/anat/resources/NIfTI/files/mprage.nii.gz,4255650
NYU_51034,NYU,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/NYU_51034/scans/anat/resources/NIfTI/files/mprage.nii.gz,4036231
NYU_51035,NYU,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/NYU_51035/scans/anat/resources/NIfTI/files/mprage.nii.gz,3987300
NYU_51036,NYU,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/NYU_51036/scans/anat/resources/NIfTI/files/mprage.nii.gz,3231105
NYU_51038,NYU,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/NYU_51038/scans/anat/resources/NIfTI/files/mprage.nii.gz,3656494
NYU_51039,NYU,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/NYU_51039/scans/anat/resources/NIfTI/files/mprage.nii.gz,3502841
NYU_51040,NYU,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/NYU_51040/scans/anat/resources/NIfTI/files/mprage.nii.gz,3703249
NYU_51041,NYU,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/NYU_51041/scans/anat/resources/NIfTI/files/mprage.nii.gz,3362503
NYU_51042,NYU,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/NYU_51042/scans/anat/resources/NIfTI/files/mprage.nii.gz,2956005
NYU_51044,NYU,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/NYU_51044/scans/anat/resources/NIfTI/files/mprage.nii.gz,3917160
NYU_51045,NYU,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/NYU_51045/scans/anat/resources/NIfTI/files/mprage.nii.gz,3509175
NYU_51046,NYU,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/NYU_51046/scans/anat/resources/NIfTI/files/mprage.nii.gz,3599604
NYU_51047,NYU,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/NYU_51047/scans/anat/resources/NIfTI/files/mprage.nii.gz,3752417
NYU_51048,NYU,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/NYU_51048/scans/anat/resources/NIfTI/files/mprage.nii.gz,3753174
NYU_51049,NYU,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/NYU_51049/scans/anat/resources/NIfTI/files/mprage.nii.gz,3594180
