row_idx,subject_id,site_id,slice_idx,method,split
616,UCLA_51268,13,100,histogram_matching,train
617,UCLA_51269,13,129,histogram_matching,train
618,UCLA_51270,13,12,histogram_matching,train
619,UCLA_51271,13,104,histogram_matching,train
620,UCLA_51273,13,130,histogram_matching,train
621,UCLA_51274,13,127,histogram_matching,train
622,UCLA_51276,13,150,histogram_matching,train
623,UCLA_51277,13,103,histogram_matching,train
624,UCLA_51278,13,150,histogram_matching,train
625,UCLA_51279,13,129,histogram_matching,train
626,UCLA_51280,13,151,histogram_matching,train
627,UCLA_51281,13,128,histogram_matching,train
628,UCLA_51282,13,154,histogram_matching,train
629,UCLA_51292,13,154,histogram_matching,train
630,UCLA_51293,13,128,histogram_matching,train
631,UCLA_51294,13,124,histogram_matching,train
632,UCLA_51297,13,153,histogram_matching,train
633,UCLA_51298,13,127,histogram_matching,train
634,UCLA_51299,13,126,histogram_matching,train
635,UCLA_51300,13,125,histogram_matching,train
636,UCLA_51302,13,126,histogram_matching,train
637,UCLA_51303,13,154,histogram_matching,train
638,UCLA_51304,13,151,histogram_matching,train
639,UCLA_51305,13,150,histogram_matching,train
640,UCLA_51307,13,104,histogram_matching,train
641,UCLA_51309,13,125,histogram_matching,train
642,UCLA_51310,13,14,histogram_matching,train
643,UCLA_51312,13,124,histogram_matching,train
644,UCLA_51313,13,105,histogram_matching,train
645,UCLA_51314,13,100,histogram_matching,train
646,UCLA_51316,13,100,histogram_matching,train
647,UCLA_51317,13,101,histogram_matching,train
648,UM_50272,14,67,histogram_matching,train
649,UM_50274,14,60,histogram_matching,train
650,UM_50275,14,43,histogram_matching,train
651,UM_50276,14,46,histogram_matching,train
652,UM_50277,14,62,histogram_matching,train
653,UM_50278,14,52,histogram_matching,train
654,UM_50279,14,52,histogram_matching,train
655,UM_50280,14,58,histogram_matching,train
656,UM_50281,14,42,histogram_matching,train
657,UM_50282,14,58,histogram_matching,train
658,UM_50283,14,51,histogram_matching,train
659,UM_50284,14,39,histogram_matching,train
660,UM_50285,14,47,histogram_matching,train
661,UM_50287,14,42,histogram_matching,train
662,UM_50288,14,49,histogram_matching,train
663,UM_50289,14,42,histogram_matching,train
664,UM_50290,14,38,histogram_matching,train
665,UM_50291,14,43,histogram_matching,train
666,UM_50294,14,42,histogram_matching,train
667,UM_50295,14,42,histogram_matching,train
668,UM_50296,14,62,histogram_matching,train
669,UM_50297,14,47,histogram_matching,train
670,UM_50298,14,43,histogram_matching,train
671,UM_50299,14,37,histogram_matching,train
672,UM_50300,14,47,histogram_matching,train
673,UM_50302,14,50,histogram_matching,train
674,UM_50303,14,61,histogram_matching,train
675,UM_50305,14,64,histogram_matching,train
676,UM_50306,14,51,histogram_matching,train
677,UM_50307,14,52,histogram_matching,train
678,UM_50308,14,62,histogram_matching,train
679,UM_50310,14,59,histogram_matching,train
680,UM_50311,14,59,histogram_matching,train
681,UM_50312,14,52,histogram_matching,train
682,UM_50313,14,48,histogram_matching,train
683,UM_50314,14,62,histogram_matching,train
684,UM_50315,14,58,histogram_matching,train
685,UM_50316,14,64,histogram_matching,train
686,UM_50317,14,56,histogram_matching,train
687,UM_50318,14,52,histogram_matching,train
688,UM_50319,14,51,histogram_matching,train
689,UM_50320,14,47,histogram_matching,train
690,UM_50321,14,51,histogram_matching,train
691,UM_50322,14,46,histogram_matching,train
692,UM_50323,14,58,histogram_matching,train
693,UM_50325,14,52,histogram_matching,train
694,UM_50326,14,46,histogram_matching,train
695,UM_50327,14,44,histogram_matching,train
696,UM_50328,14,58,histogram_matching,train
697,UM_50330,14,41,histogram_matching,train
698,UM_50332,14,58,histogram_matching,train
699,UM_50333,14,40,histogram_matching,train
700,UM_50334,14,42,histogram_matching,train
701,UM_50336,14,41,histogram_matching,train
702,UM_50337,14,51,histogram_matching,train
703,UM_50338,14,37,histogram_matching,train
704,UM_50339,14,43,histogram_matching,train
705,UM_50340,14,48,histogram_matching,train
706,UM_50341,14,43,histogram_matching,train
707,UM_50342,14,38,histogram_matching,train
708,UM_50344,14,47,histogram_matching,train
709,UM_50345,14,52,histogram_matching,train
710,UM_50348,14,41,histogram_matching,train
711,UM_50349,14,47,histogram_matching,train
712,UM_50350,14,43,histogram_matching,train
713,UM_50351,14,40,histogram_matching,train
714,UM_50352,14,43,histogram_matching,train
715,UM_50353,14,52,histogram_matching,train
716,UM_50354,14,46,histogram_matching,train
717,UM_50355,14,42,histogram_matching,train
718,UM_50356,14,52,histogram_matching,train
719,UM_50357,14,64,histogram_matching,train
720,UM_50358,14,43,histogram_matching,train
721,UM_50360,14,49,histogram_matching,train
722,UM_50361,14,60,histogram_matching,train
723,UM_50362,14,52,histogram_matching,train
724,UM_50363,14,47,histogram_matching,train
725,UM_50365,14,61,histogram_matching,train
726,UM_50366,14,47,histogram_matching,train
727,UM_50367,14,62,histogram_matching,train
728,UM_50368,14,49,histogram_matching,train
729,UM_50369,14,48,histogram_matching,train
730,UM_50370,14,58,histogram_matching,train
731,UM_50372,14,49,histogram_matching,train
732,UM_50373,14,52,histogram_matching,train
733,UM_50376,14,46,histogram_matching,train
734,UM_50377,14,58,histogram_matching,train
735,UM_50380,14,51,histogram_matching,train
736,UM_50381,14,50,histogram_matching,train
737,UM_50382,14,48,histogram_matching,train
738,UM_50383,14,46,histogram_matching,train
739,UM_50385,14,59,histogram_matching,train
740,UM_50386,14,46,histogram_matching,train
741,UM_50387,14,58,histogram_matching,train
742,UM_50388,14,46,histogram_matching,train
743,UM_50391,14,52,histogram_matching,train
744,UM_50397,14,59,histogram_matching,train
745,UM_50399,14,49,histogram_matching,train
746,UM_50402,14,150,histogram_matching,train
747,UM_50404,14,153,histogram_matching,train
748,UM_50405,14,154,histogram_matching,train
749,UM_50406,14,124,histogram_matching,train
750,UM_50407,14,150,histogram_matching,train
751,UM_50408,14,156,histogram_matching,train
752,UM_50411,14,150,histogram_matching,train
753,UM_50414,14,150,histogram_matching,train
754,UM_50415,14,152,histogram_matching,train
755,UM_50416,14,130,histogram_matching,train
756,UM_50417,14,105,histogram_matching,train
757,UM_50419,14,130,histogram_matching,train
758,UM_50421,14,127,histogram_matching,train
759,UM_50422,14,129,histogram_matching,train
760,UM_50424,14,105,histogram_matching,train
761,UM_50425,14,130,histogram_matching,train
762,UM_50426,14,48,histogram_matching,train
763,UM_50427,14,130,histogram_matching,train
764,USM_50432,15,258,histogram_matching,train
765,USM_50435,15,303,histogram_matching,train
766,USM_50436,15,303,histogram_matching,train
767,USM_50437,15,258,histogram_matching,train
768,USM_50438,15,308,histogram_matching,train
769,USM_50439,15,258,histogram_matching,train
770,USM_50440,15,304,histogram_matching,train
771,USM_50441,15,258,histogram_matching,train
772,USM_50442,15,258,histogram_matching,train
773,USM_50443,15,304,histogram_matching,train
774,USM_50444,15,237,histogram_matching,train
775,USM_50445,15,305,histogram_matching,train
776,USM_50447,15,253,histogram_matching,train
777,USM_50448,15,256,histogram_matching,train
778,USM_50449,15,303,histogram_matching,train
779,USM_50450,15,303,histogram_matching,train
780,USM_50451,15,257,histogram_matching,train
781,USM_50454,15,308,histogram_matching,train
782,USM_50456,15,303,histogram_matching,train
783,USM_50457,15,303,histogram_matching,train
784,USM_50458,15,252,histogram_matching,train
785,USM_50459,15,253,histogram_matching,train
786,USM_50460,15,254,histogram_matching,train
787,USM_50462,15,303,histogram_matching,train
788,USM_50463,15,258,histogram_matching,train
789,USM_50464,15,304,histogram_matching,train
790,USM_50465,15,303,histogram_matching,train
791,USM_50466,15,309,histogram_matching,train
792,USM_50467,15,257,histogram_matching,train
793,USM_50468,15,303,histogram_matching,train
794,USM_50470,15,309,histogram_matching,train
795,USM_50471,15,258,histogram_matching,train
796,USM_50472,15,304,histogram_matching,train
797,USM_50473,15,258,histogram_matching,train
798,USM_50474,15,309,histogram_matching,train
799,USM_50475,15,304,histogram_matching,train
800,USM_50476,15,255,histogram_matching,train
801,USM_50477,15,303,histogram_matching,train
802,USM_50478,15,306,histogram_matching,train
803,USM_50479,15,257,histogram_matching,train
804,USM_50480,15,254,histogram_matching,train
805,USM_50481,15,305,histogram_matching,train
806,USM_50482,15,306,histogram_matching,train
807,USM_50485,15,303,histogram_matching,train
808,USM_50486,15,252,histogram_matching,train
809,USM_50487,15,60,histogram_matching,train
810,USM_50488,15,207,histogram_matching,train
811,USM_50489,15,304,histogram_matching,train
812,USM_50490,15,303,histogram_matching,train
813,USM_50491,15,307,histogram_matching,train
814,USM_50493,15,255,histogram_matching,train
815,USM_50494,15,303,histogram_matching,train
816,USM_50496,15,303,histogram_matching,train
817,USM_50497,15,303,histogram_matching,train
818,USM_50498,15,303,histogram_matching,train
819,USM_50499,15,309,histogram_matching,train
820,USM_50500,15,252,histogram_matching,train
821,USM_50501,15,253,histogram_matching,train
822,USM_50502,15,305,histogram_matching,train
823,USM_50504,15,305,histogram_matching,train
824,USM_50505,15,258,histogram_matching,train
825,USM_50507,15,257,histogram_matching,train
826,USM_50508,15,258,histogram_matching,train
827,USM_50509,15,258,histogram_matching,train
828,USM_50510,15,252,histogram_matching,train
829,USM_50511,15,257,histogram_matching,train
830,USM_50512,15,304,histogram_matching,train
831,USM_50513,15,304,histogram_matching,train
832,USM_50515,15,304,histogram_matching,train
833,USM_50516,15,306,histogram_matching,train
834,USM_50520,15,305,histogram_matching,train
835,USM_50521,15,306,histogram_matching,train
836,USM_50522,15,258,histogram_matching,train
837,USM_50523,15,258,histogram_matching,train
838,USM_50525,15,306,histogram_matching,train
839,USM_50526,15,303,histogram_matching,train
840,USM_50527,15,255,histogram_matching,train
841,USM_50528,15,257,histogram_matching,train
842,USM_50529,15,304,histogram_matching,train
843,USM_50530,15,307,histogram_matching,train
844,USM_50532,15,309,histogram_matching,train
845,Yale_50551,16,130,histogram_matching,train
846,Yale_50552,16,105,histogram_matching,train
847,Yale_50553,16,127,histogram_matching,train
848,Yale_50554,16,125,histogram_matching,train
849,Yale_50555,16,105,histogram_matching,train
850,Yale_50556,16,126,histogram_matching,train
851,Yale_50557,16,124,histogram_matching,train
852,Yale_50559,16,130,histogram_matching,train
853,Yale_50560,16,103,histogram_matching,train
854,Yale_50562,16,129,histogram_matching,train
855,Yale_50563,16,105,histogram_matching,train
856,Yale_50564,16,105,histogram_matching,train
857,Yale_50566,16,102,histogram_matching,train
858,Yale_50567,16,129,histogram_matching,train
859,Yale_50568,16,150,histogram_matching,train
860,Yale_50570,16,105,histogram_matching,train
861,Yale_50572,16,105,histogram_matching,train
862,Yale_50574,16,129,histogram_matching,train
863,Yale_50575,16,124,histogram_matching,train
864,Yale_50576,16,124,histogram_matching,train
865,Yale_50577,16,124,histogram_matching,train
866,Yale_50578,16,124,histogram_matching,train
867,Yale_50602,16,126,histogram_matching,train
868,Yale_50603,16,105,histogram_matching,train
869,Yale_50604,16,154,histogram_matching,train
870,Yale_50605,16,103,histogram_matching,train
871,Yale_50606,16,124,histogram_matching,train
872,Yale_50607,16,124,histogram_matching,train
873,Yale_50608,16,125,histogram_matching,train
874,Yale_50609,16,124,histogram_matching,train
875,Yale_50610,16,130,histogram_matching,train
876,Yale_50612,16,99,histogram_matching,train
877,Yale_50613,16,104,histogram_matching,train
878,Yale_50614,16,104,histogram_matching,train
879,Yale_50616,16,150,histogram_matching,train
880,Yale_50617,16,99,histogram_matching,train
881,Yale_50618,16,102,histogram_matching,train
882,Yale_50619,16,101,histogram_matching,train
883,Yale_50620,16,150,histogram_matching,train
884,Yale_50621,16,81,histogram_matching,train
885,Yale_50622,16,128,histogram_matching,train
886,Yale_50623,16,99,histogram_matching,train
887,Yale_50625,16,105,histogram_matching,train
888,Yale_50626,16,99,histogram_matching,train
889,Yale_50627,16,105,histogram_matching,train
